company_name,category,description,overall_rating,review_count,clients,notable_project,industries,location,company_size,min_project_size
Rydot Infotech Private Limited,internet-of-things,,,,,,"['Automotive', 'eCommerce', 'Education', 'Medical', 'Information technology', 'Manufacturing', 'Retail', 'Supply Chain, Logistics, and Transport']","Ahmedabad, India",50 - 249 employees,"$1,000+"
Plantech Industries,internet-of-things,"ProceraSoft Technologies is a web design agency based in San Francisco, California and Sarajevo, Bosnia and Herzegovina. The small team focuses on web design, product design, custom software development, web development, and more. The company was established in 2020.",5.0,(2 Reviews),,A medical content agency tapped proceraSoft Technologies to revamp their website. The team built a modern-looking and user-friendly site while adding new features in the process.,"['Business services', 'Financial services', 'Government', 'Medical', 'Hospitality & leisure', 'Information technology']","Hockessin, DE",10 - 49 employees,"$50,000+"
COING,internet-of-things,"COING is a development firm in Novi Sad, Serbia, that was founded in 1992. COING's team of 30 employees specializes in web development, e-commerce development, and custom software development.  ",5.0,(2 Reviews),Cadence Design Systems; GlobalFoundries; ,COING developed a mobile and web application to connect college applicants with alumni to help with the application process and to share experiences. The team performed all development and wireframing. ,,"Novi Sad, Serbia",50 - 249 employees,"$5,000+"
AppStoneLab Technologies LLP,internet-of-things,"AppStoneLab Technologies LLP, a digital strategy company, was established in 2016. Based in Surat, India, their small team focuses on digital strategy, pay per click, web development, mobile app development, and more.",4.5,(1 Reviews),,"A computer software company engaged with AppStoneLab Technologies LLP to build and develop a web and mobile app. They use WordPress and Java to develop the website, and Native and Flutter for the mobile app.",,"Surat, India",10 - 49 employees,Undisclosed
Specific-Group Software Solutions,internet-of-things,"Specific-Group Software Solutions is a Miami-based development agency with about 40 employees. Founded in 1998, the company focuses on custom software development, web development, e-commerce development, mobile app development, and IoT development. They work primarily with middle market and enterprise organizations.",4.8,(2 Reviews),Panasonic; UniCredit; JaggedPeak; FairPlane,"Specific-Group created an Android application to manage a network of technicians and improve workflow and consistency of information. The app works online and offline, providing efficiency and reliability.",,"Miami, FL",50 - 249 employees,"$25,000+"
"Samin Tekmindz, Inc",internet-of-things,"Based in Noida, India, Samin Tekmindz is an IT services firm that was founded in 2006. With a team of five, they specialize in custom software development, cloud consulting & SI, and application management and support. They mainly work with clients in the health care and energy industries.",4.5,(4 Reviews),Greenlots; P&G; EY; TheStellaGroup,"Samin Tekmindz Inc developed several modules for an in-house retail solution including POS, central office, and warehouse systems. They also implemented a communication layer that links to a backend ERP.","['Medical', 'Energy & natural resources']","Noida, India",250 - 999 employees,"$5,000+"
Appnings Software Solutions Pvt Ltd,internet-of-things,"Appnings Software Solutions Pvt Ltd is a software development company founded in 2015. Based in Bangalore, India, the team of 14 specializes in mobile app development, IoT development, and web development. ",4.5,(1 Reviews),EduConnect; BIEC; MindWings,Appnings worked on a simple website and created an Android application for government GIS consulting. The final application is native and is supported in multiple languages.,,"Bangalore, India",10 - 49 employees,"$1,000+"
Ecotech,internet-of-things,"Ecotech is an IT services company founded in Pune, Maharashtra, India in 2000. Their team of around 250 employees provides a variety of services to small and enterprise businesses including BI consulting, cloud consulting, and IT services.  ",4.5,(1 Reviews),,"Ecotech managed and improved the technology platform of an HR solutions company, streamlining processes, adding features, and migrating operations to infrastructure better able to handle their company’s growth.","['Business services', 'eCommerce', 'Education', 'GPS, Navigation & GIS', 'Medical', 'Manufacturing', 'Energy & natural resources', 'Real estate']","Pune, India",50 - 249 employees,"$10,000+"
Clofus Innovations Pvt Ltd,internet-of-things,"Clofus Innovations Pvt Ltd is a tech company based in Chennai, India, and founded in 2014. Their team of fewer than 10 offers cloud consulting, web development, and AI solutions to clients ranging from startups to large firms in the fields of education and retail.",5.0,(1 Reviews),Multimedia5; Beautyadvisor; Lumidental; Longbow Advantage,Clofus Innovations Pvt. Ltd. developed the AI and provided ongoing support for a platform that utilizes natural language processing and image recognition to create a corresponding video based on provided text.,"['Advertising & marketing', 'Consumer products & services', 'Dental', 'Education', 'GPS, Navigation & GIS', 'Manufacturing', 'Retail', 'Telecommunications', 'Supply Chain, Logistics, and Transport', 'Utilities']","Chennai, India",2 - 9 employees,"$1,000+"
Greppy,internet-of-things,,5.0,(1 Reviews),,A startup internet company hired Greppy to develop web and mobile applications for their business. The team created a platform that ran on both iOS and Android using various technologies like IBM Watson and ES. ,,"Cluj-Napoca, Romania",10 - 49 employees,"$10,000+"
Skipfour LLC,internet-of-things,"Skipfour LLC is a software development company based in San Francisco. Founded in 2006, the team of 2 specializes in enterprise app modernization, AR/VR development, and cloud consulting and SI. ",4.7,(3 Reviews),Mastercard; Pepsi; Hewlett-Packard; Nielsen,Skipfour developed and designed a web application with payment integrations. The team used the Laravel PHP framework.,,"San Francisco, CA",10 - 49 employees,"$5,000+"
IT idol Technologies,internet-of-things,"E-commerce development firm IT idol Technologies was founded in 2017. The firm specializes in e-commerce development, IoT development, mobile app development, custom software development, and more and has a small team.",5.0,(1 Reviews),,"IT idol Technologies developed a website for a clothing company using Laravel. They initially sent a Figma prototype to confirm the design, and they started the development process after the client's approval.",,"Abrama, India",250 - 999 employees,"$1,000+"
Fakir Technology Consultants GmbH,internet-of-things,,5.0,(1 Reviews),,"Fakir Technology Consultants GmbH developed a web application using the latest text-mining algorithms (NLP, Haystack) for an industry company. The goal is to help the client automate their processes.",,"Sulzbach an der Murr, Germany",10 - 49 employees,Undisclosed
Aspire Webs & Informatics,internet-of-things,"Aspire Webs & Informatics is a Nashik, India-based software development company. The midsize company was founded in 2008. Their team specializes in custom software development, e-commerce development, mobile app development, web development, and more.",5.0,(2 Reviews),,Aspire Webs & Informatics provides continuous development and maintenance of an education testing center's website.,"['eCommerce', 'Education', 'Financial services', 'Medical', 'Hospitality & leisure', 'Information technology', 'Real estate']","Nashik, India",50 - 249 employees,"$75,000+"
